# Title: Diode Laser Toptica Frequency Scan, 9 dB MW, PM Blink.
# Note: Diode Laser Delay Scan, 9 dB on Var Attn, 37 dB PM, 55.75 V Top to Bot, n=27. Use Toptica to scan from 361373 to 361345 ish GHz over 10 Seconds.
# Type:	Toptica Frequency
# Hittite Freq:	18511.0 MHz
# Hittite: Power	18.6 dBm
# Laser Freq:	361373 to 361345 GHz
# Target:	Full Stark States in 55.75 V = 9.2 V/cm
# Laser Mod:	0th: 1.09	1st: 1.10
# Laser Mod Attn:	36 dB
# Delay:	106892 (pi, Max for Red States)
# MW Attn:	9 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	+0.0060 V
# Static:	+55.76 V (9.2 V/cm)
# Static Off:	NaN
b	r	s
0.009	0.007	-0.008
0.008	-0.005	-0.006
0.007	0.004	-0.002
0.011	-0.004	-0.001
0.014	-0.004	0.007
0.018	-0.005	-0.002
0.011	-0.025	-0.000
0.014	-0.019	0.005
0.002	-0.018	-0.005
0.012	-0.008	-0.013
0.019	-0.016	-0.002
0.006	-0.016	-0.011
0.014	-0.011	-0.028
0.021	0.001	-0.017
0.016	0.002	-0.012
0.017	0.009	-0.004
0.009	0.005	-0.011
0.014	-0.018	-0.001
0.018	-0.006	-0.023
0.016	-0.003	-0.016
0.015	0.000	-0.004
0.019	0.007	0.008
0.026	0.003	-0.025
0.021	-0.015	-0.021
0.021	-0.005	-0.019
0.020	-0.004	-0.014
0.020	-0.008	-0.031
0.011	-0.007	-0.038
0.010	-0.004	-0.027
0.021	-0.017	-0.017
0.019	-0.006	-0.027
0.023	-0.009	-0.035
0.019	0.008	-0.026
0.012	-0.010	-0.020
0.014	-0.017	-0.030
0.020	-0.010	-0.032
0.018	-0.024	-0.014
0.007	-0.021	-0.030
0.011	-0.032	-0.039
0.015	-0.026	-0.052
0.015	-0.028	-0.045
-0.001	-0.029	-0.067
0.009	-0.040	-0.044
0.017	-0.045	-0.056
0.007	-0.043	-0.055
0.007	-0.053	-0.069
0.018	-0.047	-0.071
0.011	-0.032	-0.075
0.015	-0.035	-0.077
0.005	-0.043	-0.073
0.005	-0.045	-0.066
0.009	-0.070	-0.061
0.010	-0.057	-0.076
0.012	-0.058	-0.084
0.010	-0.058	-0.104
0.018	-0.060	-0.089
0.015	-0.085	-0.095
0.012	-0.085	-0.072
0.004	-0.069	-0.089
0.015	-0.082	-0.112
0.020	-0.113	-0.110
0.012	-0.148	-0.147
0.014	-0.129	-0.191
0.020	-0.138	-0.200
0.014	-0.135	-0.208
0.019	-0.122	-0.203
0.011	-0.173	-0.193
0.016	-0.172	-0.214
0.016	-0.197	-0.198
0.014	-0.180	-0.194
0.013	-0.227	-0.190
0.016	-0.209	-0.180
0.023	-0.189	-0.177
0.020	-0.208	-0.176
0.021	-0.215	-0.182
0.010	-0.213	-0.183
0.021	-0.206	-0.192
0.007	-0.193	-0.214
0.014	-0.208	-0.210
0.019	-0.188	-0.207
0.019	-0.165	-0.193
0.022	-0.171	-0.208
0.017	-0.149	-0.224
0.012	-0.173	-0.226
0.012	-0.162	-0.211
0.018	-0.164	-0.218
0.017	-0.170	-0.224
0.012	-0.213	-0.226
0.014	-0.190	-0.248
0.015	-0.162	-0.247
0.020	-0.185	-0.236
0.004	-0.198	-0.271
0.012	-0.163	-0.246
0.019	-0.138	-0.237
0.009	-0.164	-0.247
0.013	-0.136	-0.223
0.019	-0.144	-0.228
0.012	-0.162	-0.200
0.018	-0.206	-0.191
0.004	-0.164	-0.191
0.008	-0.154	-0.162
0.010	-0.143	-0.143
0.014	-0.131	-0.133
0.013	-0.107	-0.148
0.015	-0.080	-0.128
0.018	-0.072	-0.129
0.014	-0.073	-0.141
0.015	-0.071	-0.121
0.004	-0.107	-0.113
0.014	-0.089	-0.103
0.022	-0.067	-0.099
0.009	-0.064	-0.111
0.019	-0.040	-0.094
0.023	-0.043	-0.076
0.023	-0.031	-0.062
0.025	-0.024	-0.072
0.010	-0.032	-0.066
0.016	-0.033	-0.044
0.017	-0.031	-0.062
0.016	-0.039	-0.093
0.007	-0.018	-0.072
0.017	-0.017	-0.068
0.019	-0.013	-0.061
0.018	-0.029	-0.054
0.012	-0.017	-0.039
0.010	-0.018	-0.027
0.018	-0.015	-0.052
0.004	-0.010	-0.051
0.008	-0.022	-0.060
0.015	-0.016	-0.050
0.014	-0.012	-0.047
0.013	-0.005	-0.035
0.010	-0.005	-0.031
0.005	-0.022	-0.038
0.005	-0.020	-0.055
0.014	-0.013	-0.043
0.019	-0.019	-0.028
0.012	-0.017	-0.023
0.023	-0.023	-0.002
0.024	-0.037	-0.022
0.025	-0.022	-0.015
0.005	-0.010	-0.009
0.013	-0.004	-0.021
0.018	-0.002	-0.012
0.008	-0.002	-0.012
0.007	-0.014	-0.012
0.013	-0.004	-0.010
0.011	0.000	-0.005
0.017	-0.002	-0.004
0.003	-0.002	-0.020
0.007	0.002	-0.019
0.015	-0.005	-0.015
0.017	0.003	-0.013
0.016	-0.005	-0.003
0.015	0.002	-0.000
0.022	0.003	-0.006
0.018	-0.007	0.002
0.016	-0.000	0.006
0.006	0.008	0.007
0.010	0.020	-0.003
0.017	0.017	0.003
0.007	0.009	-0.001
0.007	0.012	-0.004
0.018	0.014	0.009
0.015	0.014	0.002
0.012	0.020	0.002
0.000	0.008	0.004
0.010	0.001	0.012
0.009	0.007	0.003
0.012	0.009	-0.004
0.011	0.013	0.006
0.017	0.011	0.009
0.015	-0.007	0.002
0.016	-0.019	0.014
0.008	-0.023	0.009
0.004	-0.020	-0.005
0.009	-0.004	-0.008
-0.002	0.007	-0.006
0.006	0.003	-0.009
0.015	-0.000	-0.010
0.014	0.006	-0.009
0.014	0.000	-0.002
0.012	0.006	0.003
0.009	0.014	0.008
0.009	0.011	-0.008
0.014	0.015	-0.007
0.012	0.002	-0.015
0.010	0.016	0.001
0.014	0.013	0.004
0.015	-0.011	-0.002
0.019	0.001	0.000
0.008	0.014	-0.007
0.012	0.015	-0.007
0.019	0.017	-0.001
0.010	0.007	-0.007
0.011	-0.009	-0.010
0.021	0.002	-0.012
0.018	0.011	-0.001
0.019	0.007	0.000
0.009	0.017	-0.004
0.013	0.016	0.000
0.021	0.009	-0.003
0.018	0.014	-0.010
0.018	0.014	-0.000
0.019	0.014	-0.000
0.025	0.005	-0.014
0.022	-0.013	-0.004
0.015	-0.003	0.007
0.007	0.007	0.000
0.015	0.012	-0.004
0.025	0.018	-0.002
0.015	0.002	-0.011
0.020	0.008	-0.009
0.023	0.014	0.002
0.015	0.022	-0.003
0.015	0.025	0.009
0.006	0.011	0.018
0.013	0.012	0.027
0.014	0.011	0.008
0.020	0.009	0.002
0.014	0.015	0.012
0.019	0.026	0.021
0.017	0.013	0.008
0.019	0.001	0.007
0.013	0.005	0.011
0.012	0.014	0.011
0.021	0.021	-0.002
0.014	0.021	-0.004
0.017	0.014	-0.002
0.021	0.014	-0.009
0.019	0.023	0.006
0.021	0.015	0.007
0.018	0.022	0.013
0.011	0.037	0.007
0.010	0.022	0.006
0.012	0.018	0.002
0.017	0.003	0.007
0.014	0.011	0.011
0.017	0.008	0.012
0.019	-0.021	-0.002
0.021	-0.002	0.009
0.006	0.006	-0.001
0.015	0.011	-0.011
0.024	0.014	-0.003
0.014	0.005	-0.001
0.015	-0.010	-0.005
0.020	-0.009	-0.009
0.006	-0.001	0.000
0.013	-0.001	0.008
0.000	-0.007	0.002
0.006	0.005	0.004
0.015	-0.008	0.006
0.018	0.001	0.006
0.019	-0.015	-0.000
0.020	0.001	0.002
0.024	0.004	-0.013
0.015	-0.016	-0.000
0.008	-0.010	0.010
0.002	-0.001	0.008
0.012	0.004	0.006
0.016	-0.002	-0.008
0.008	-0.009	-0.003
0.011	-0.021	-0.010
0.018	-0.007	-0.011
0.012	0.001	-0.002
0.012	-0.007	0.008
0.006	-0.003	0.011
0.018	-0.007	0.009
0.021	-0.007	-0.003
0.024	-0.007	-0.000
0.018	0.006	-0.008
0.023	0.012	-0.001
0.022	0.008	-0.001
0.022	0.001	0.004
0.016	0.008	0.011
0.011	0.008	-0.002
0.017	0.011	-0.015
0.004	0.015	-0.020
0.012	0.001	-0.020
0.020	-0.001	-0.021
0.021	0.004	-0.014
0.017	-0.001	-0.002
0.014	-0.006	0.007
0.007	-0.006	0.000
0.010	0.001	-0.008
0.019	0.002	-0.025
0.015	-0.012	-0.022
0.011	-0.019	-0.012
0.013	-0.021	-0.000
0.017	-0.038	-0.015
0.017	-0.024	-0.008
-0.002	-0.014	-0.020
0.011	-0.011	-0.008
0.015	0.003	0.003
0.006	0.013	0.002
0.010	0.005	-0.002
0.016	0.000	-0.014
0.013	0.004	-0.012
0.014	-0.010	-0.006
0.004	-0.008	-0.040
0.009	0.000	-0.034
0.014	-0.001	-0.033
0.017	0.008	-0.024
0.018	0.003	-0.012
0.018	0.011	0.001
0.022	0.004	-0.013
0.017	-0.017	-0.008
0.014	-0.005	-0.017
0.008	-0.011	-0.008
0.016	-0.002	-0.005
0.021	0.012	-0.012
0.014	0.005	-0.012
0.016	-0.005	-0.024
0.017	-0.006	-0.025
0.011	-0.001	-0.015
0.013	-0.005	-0.001
0.007	-0.005	-0.004
0.018	-0.012	0.001
0.016	0.002	-0.007
0.028	0.000	-0.004
0.023	0.003	0.004
0.026	0.002	0.004
0.022	-0.003	-0.003
0.020	-0.008	0.007
0.011	-0.001	-0.005
0.008	-0.003	-0.006
0.012	-0.005	-0.010
0.005	0.001	-0.015
0.010	-0.013	-0.033
0.015	-0.020	-0.024
0.013	-0.018	-0.026
0.015	-0.010	-0.021
0.009	-0.000	-0.010
0.002	-0.006	-0.007
0.010	-0.022	-0.006
0.016	-0.003	-0.019
0.018	-0.018	-0.008
0.013	-0.027	-0.011
0.020	-0.053	-0.006
0.020	-0.066	-0.017
0.025	-0.055	-0.046
0.010	-0.045	-0.042
0.014	-0.042	-0.044
0.024	-0.039	-0.038
0.013	-0.036	-0.043
0.015	-0.053	-0.058
0.017	-0.043	-0.058
0.013	-0.082	-0.050
0.017	-0.070	-0.037
0.008	-0.073	-0.045
0.010	-0.046	-0.051
0.013	-0.053	-0.059
0.013	-0.038	-0.049
0.012	-0.036	-0.048
0.015	-0.020	-0.058
0.021	-0.020	-0.053
0.018	-0.050	-0.057
0.011	-0.026	-0.043
0.006	-0.040	-0.049
0.013	-0.029	-0.054
0.020	-0.020	-0.063
0.012	-0.012	-0.079
0.013	-0.037	-0.090
0.016	-0.030	-0.083
0.020	-0.019	-0.057
0.015	-0.016	-0.051
0.009	-0.018	-0.048
0.012	-0.026	-0.047
0.014	-0.027	-0.050
0.013	-0.019	-0.031
0.008	-0.009	-0.023
0.014	-0.009	-0.006
0.013	-0.006	-0.024
0.016	-0.021	-0.035
0.012	-0.004	-0.031
0.013	0.002	-0.034
0.016	0.006	-0.030
0.003	0.007	-0.031
0.003	-0.006	-0.037
0.014	-0.010	-0.029
0.016	-0.007	-0.014
0.015	-0.012	-0.013
0.012	0.002	-0.002
0.008	0.007	0.002
0.009	0.007	-0.004
0.012	0.008	-0.001
0.012	0.004	0.007
0.012	0.004	0.015
0.018	0.001	0.022
0.015	-0.021	0.004
0.016	-0.012	0.005
0.000	-0.001	-0.012
0.015	0.005	-0.008
0.022	0.016	-0.010
0.015	0.023	-0.019
0.015	0.018	-0.014
0.019	0.023	-0.018
0.013	0.021	-0.005
0.023	0.011	-0.003
0.010	-0.001	-0.020
0.010	0.009	-0.009
0.016	-0.004	-0.002
0.017	-0.011	0.001
0.012	-0.007	0.005
0.010	-0.002	0.009
0.014	0.003	-0.004
0.011	-0.012	0.010
0.011	-0.004	0.011
0.002	0.009	0.010
0.015	0.011	0.007
0.017	0.013	0.005
0.010	0.008	0.001
0.011	0.001	-0.007
0.010	0.011	-0.003
0.012	0.018	0.005
0.013	0.008	0.015
0.007	0.006	0.009
0.012	0.000	0.016
0.010	0.013	-0.002
0.007	0.001	0.003
0.003	0.008	0.008
0.011	0.001	0.013
0.012	-0.001	0.006
0.015	-0.021	0.011
0.012	-0.005	0.015
0.013	0.006	0.010
0.019	0.006	0.001
0.013	0.022	-0.001
0.014	0.014	-0.010
0.021	0.016	-0.020
0.022	0.014	-0.021
0.021	0.014	-0.006
0.012	0.020	0.007
0.015	0.018	0.005
0.015	0.008	-0.000
0.021	0.021	-0.008
0.022	-0.003	0.002
0.015	0.009	0.009
0.024	0.008	0.002
0.026	-0.010	-0.004
0.026	0.006	0.002
0.009	0.006	-0.002
0.013	0.014	-0.005
0.019	0.019	0.008
0.009	0.013	0.005
0.014	0.008	-0.000
0.020	0.014	-0.002
0.015	0.018	-0.001
0.023	0.014	0.002
0.016	0.010	-0.004
0.020	0.013	0.007
0.022	0.021	0.000
0.021	0.015	0.009
0.021	0.006	0.006
0.022	0.011	0.003
0.026	0.009	0.003
0.023	-0.007	0.015
0.016	0.003	0.019
0.009	0.000	0.018
0.016	0.003	0.010
0.023	0.010	0.004
0.013	0.007	0.005
0.014	-0.003	-0.001
0.015	0.007	-0.002
0.017	0.019	0.004
0.015	0.017	0.006
0.002	0.011	0.007
0.012	0.010	0.009
0.011	0.017	0.007
0.013	0.015	0.017
0.008	0.019	0.015
0.018	0.015	0.022
0.018	0.001	0.018
0.020	-0.002	0.016
0.013	0.002	0.018
0.011	0.013	-0.008
0.016	0.015	-0.014
0.011	0.018	-0.008
0.014	0.018	-0.004
0.021	0.018	-0.005
0.019	0.014	-0.001
0.016	0.006	0.009
0.010	0.014	0.016
0.012	0.013	0.007
0.013	0.013	-0.020
0.017	0.013	-0.016
0.017	0.010	-0.007
0.008	0.011	0.001
0.018	0.015	0.011
0.021	-0.010	-0.008
0.022	0.005	-0.002
0.012	0.011	-0.004
0.018	0.010	-0.002
0.022	0.021	0.004
0.012	0.015	0.002
0.013	0.008	-0.003
0.017	0.013	-0.001
0.014	0.020	0.002
0.017	0.015	-0.002
0.008	0.010	-0.003
0.012	0.010	0.000
0.018	0.013	-0.010
0.021	0.018	-0.005
0.020	0.021	-0.003
0.022	0.019	0.004
0.023	0.012	-0.002
0.020	-0.008	0.004
0.008	-0.003	0.011
0.002	0.003	0.003
0.008	0.007	-0.006
0.017	0.012	-0.007
0.010	0.010	-0.015
0.013	0.001	-0.011
0.013	0.011	0.007
0.014	0.016	0.009
0.012	0.011	0.003
0.004	0.014	0.001
0.011	0.004	0.004
0.011	0.012	-0.009
0.013	0.009	-0.005
0.011	0.010	-0.003
0.017	0.011	0.006
0.014	-0.001	-0.004
0.015	0.001	0.004
0.010	0.006	0.018
0.008	0.010	0.005
0.020	0.008	0.005
0.015	0.009	0.001
0.014	-0.000	-0.011
0.018	-0.007	-0.012
0.018	0.003	-0.004
0.022	-0.002	0.005
0.014	0.005	0.008
0.010	0.005	0.007
0.009	-0.004	0.010
0.014	0.008	-0.003
0.018	0.008	-0.010
0.017	0.014	-0.004
0.024	-0.002	0.002
0.022	-0.020	-0.010
0.026	-0.006	-0.011
0.016	-0.005	-0.003
0.019	0.001	-0.010
0.024	0.002	-0.008
0.013	0.000	-0.007
0.015	-0.001	-0.006
0.023	0.005	-0.004
0.018	0.010	-0.001
0.024	0.010	0.010
0.011	0.002	0.003
0.014	0.011	0.009
0.022	0.010	0.011
0.022	0.025	0.007
0.016	0.020	0.012
0.019	0.029	0.019
0.019	0.020	0.018
0.015	0.004	0.023
0.009	0.010	0.029
0.008	0.011	0.024
0.012	0.016	0.003
0.017	0.020	-0.004
0.012	0.014	-0.003
0.018	0.011	-0.002
0.017	0.019	0.008
0.016	0.018	0.012
0.018	0.014	0.012
0.009	0.010	0.007
0.017	0.010	0.017
0.019	0.015	-0.005
0.015	0.013	0.003
0.007	0.019	0.013
0.021	0.017	0.016
0.021	-0.001	0.004
0.026	-0.000	0.008
0.008	0.007	0.009
0.011	0.012	0.000
0.017	0.018	0.005
0.007	0.022	-0.007
0.009	0.016	-0.016
0.016	0.012	-0.025
0.019	0.017	-0.008
0.020	0.009	-0.001
0.012	0.023	-0.001
0.008	0.024	0.005
0.008	0.015	0.002
0.013	0.016	0.004
0.015	0.007	0.010
0.014	0.012	0.012
0.017	0.006	0.017
0.016	-0.017	-0.003
0.026	-0.004	0.009
0.013	-0.013	0.001
0.020	-0.007	-0.001
0.025	-0.004	0.003
0.019	0.005	0.005
0.020	0.007	-0.002
0.023	0.012	-0.002
0.023	0.012	0.008
0.028	0.004	0.013
0.011	-0.006	0.001
0.017	0.006	0.004
0.016	0.013	0.006
0.015	0.013	0.002
0.011	0.006	0.009
0.015	0.014	0.017
0.017	0.013	0.015
0.015	-0.005	0.019
0.008	0.005	0.016
0.008	0.011	0.016
0.013	0.021	0.006
0.021	0.025	0.001
0.013	0.017	0.002
0.014	0.012	-0.002
0.016	0.015	0.003
0.015	0.019	0.008
0.015	0.018	0.006
0.009	-0.003	-0.007
0.019	-0.007	0.003
0.021	0.006	-0.008
0.023	0.001	0.005
0.018	0.010	0.004
0.026	0.006	0.012
0.022	-0.009	0.006
0.023	-0.009	0.006
0.013	0.007	0.006
0.015	0.014	-0.004
0.025	0.014	0.012
0.009	0.014	0.007
0.013	0.019	0.003
0.021	0.017	-0.005
0.019	0.030	-0.002
0.018	0.018	0.007
0.013	0.016	0.008
0.011	0.011	0.017
0.014	0.009	0.014
0.021	0.016	-0.007
0.023	0.003	-0.004
0.020	0.016	-0.002
0.024	0.011	-0.003
0.024	-0.015	-0.006
0.027	0.001	0.002
0.006	0.008	0.003
0.012	0.009	-0.002
0.021	0.009	0.003
0.012	-0.008	-0.009
0.014	-0.006	-0.012
0.020	0.003	-0.006
0.016	0.002	-0.016
0.018	0.004	-0.012
0.010	-0.004	-0.030
0.011	0.015	-0.051
0.014	0.007	-0.051
0.015	0.006	-0.041
0.017	0.007	-0.021
0.019	0.013	-0.007
0.026	0.004	-0.015
0.023	-0.020	-0.005
0.016	-0.025	-0.009
0.010	-0.015	-0.017
0.016	-0.010	-0.035
0.020	-0.005	-0.039
0.011	-0.007	-0.038
0.014	-0.013	-0.043
0.016	-0.003	-0.064
0.017	-0.004	-0.061
0.015	-0.018	-0.051
0.008	-0.033	-0.048
0.018	-0.027	-0.044
0.022	-0.016	-0.067
0.021	-0.030	-0.059
0.013	-0.053	-0.060
0.021	-0.035	-0.067
0.017	-0.048	-0.070
0.015	-0.044	-0.067
0.003	-0.044	-0.054
0.011	-0.046	-0.043
0.020	-0.037	-0.062
0.010	-0.043	-0.043
0.015	-0.045	-0.053
0.019	-0.036	-0.077
0.021	-0.045	-0.082
0.017	-0.056	-0.110
0.014	-0.037	-0.079
0.015	-0.033	-0.107
0.014	-0.040	-0.093
0.017	-0.024	-0.074
0.023	-0.025	-0.050
0.025	-0.020	-0.033
0.026	-0.040	-0.040
0.019	-0.061	-0.044
0.022	-0.040	-0.036
0.002	-0.040	-0.045
0.009	-0.020	-0.043
0.020	-0.033	-0.049
0.013	-0.048	-0.044
0.017	-0.055	-0.038
0.017	-0.042	-0.054
0.012	-0.031	-0.047
0.021	-0.031	-0.032
0.009	-0.021	-0.046
0.012	-0.022	-0.043
0.015	-0.021	-0.033
0.014	-0.021	-0.039
0.015	-0.008	-0.036
0.019	-0.014	-0.036
0.021	-0.019	-0.048
0.017	-0.032	-0.057
0.011	-0.024	-0.047
0.008	-0.005	-0.042
0.014	0.003	-0.034
0.022	0.008	-0.028
0.012	-0.018	-0.055
0.016	-0.010	-0.042
0.019	-0.039	-0.063
0.021	-0.028	-0.066
0.021	-0.019	-0.048
0.009	-0.040	-0.042
0.014	-0.039	-0.049
0.017	-0.025	-0.044
0.016	-0.024	-0.040
0.010	-0.021	-0.023
0.016	-0.032	-0.039
0.017	-0.027	-0.037
0.025	-0.022	-0.040
0.011	-0.012	-0.039
0.014	-0.004	-0.028
0.020	0.002	-0.031
0.010	-0.006	-0.045
0.016	-0.013	-0.044
0.024	-0.015	-0.059
0.024	-0.012	-0.056
0.029	-0.032	-0.035
0.015	-0.023	-0.046
0.012	-0.031	-0.046
0.011	-0.032	-0.044
0.011	-0.016	-0.066
0.017	-0.010	-0.043
0.020	-0.009	-0.031
0.027	-0.006	-0.038
0.024	-0.034	-0.031
0.027	-0.022	-0.019
0.010	-0.006	-0.021
0.017	0.000	-0.049
0.023	-0.001	-0.043
0.014	-0.003	-0.031
0.015	-0.018	-0.047
0.020	-0.020	-0.050
0.012	-0.001	-0.046
0.017	-0.030	-0.050
0.008	-0.035	-0.048
0.009	-0.021	-0.034
0.012	-0.024	-0.045
0.009	-0.020	-0.028
0.009	-0.003	-0.030
0.007	0.007	-0.020
0.013	-0.004	-0.033
0.012	-0.035	-0.035
0.009	-0.020	-0.033
0.005	-0.025	-0.039
0.013	-0.013	-0.037
0.016	-0.014	-0.037
0.009	-0.010	-0.036
0.012	-0.016	-0.038
0.018	-0.009	-0.031
0.013	-0.008	-0.031
0.009	-0.020	-0.033
0.005	-0.022	-0.021
0.019	-0.026	-0.023
0.018	-0.024	-0.050
0.018	-0.021	-0.034
0.012	-0.013	-0.033
0.017	-0.001	-0.017
0.020	-0.032	-0.030
0.023	-0.023	-0.040
0.015	-0.013	-0.043
0.017	-0.003	-0.050
0.020	-0.001	-0.048
0.009	-0.004	-0.049
0.011	-0.016	-0.038
0.012	-0.010	-0.038
0.015	-0.024	-0.036
0.014	-0.023	-0.025
0.013	-0.041	-0.020
0.011	-0.021	-0.037
0.012	-0.037	-0.028
0.012	-0.037	-0.050
0.015	-0.021	-0.040
0.023	-0.005	-0.032
0.026	-0.002	-0.023
0.020	-0.036	-0.028
0.020	-0.043	-0.013
0.007	-0.023	-0.029
0.012	-0.010	-0.048
0.018	-0.007	-0.020
0.006	-0.010	-0.029
0.011	-0.006	-0.017
0.014	-0.006	-0.024
0.012	-0.001	-0.013
0.014	-0.001	-0.006
0.012	-0.015	-0.011
0.013	-0.008	-0.004
0.014	-0.000	-0.022
0.013	-0.010	-0.015
0.015	-0.001	-0.012
0.020	0.003	-0.011
0.021	0.007	-0.020
0.010	-0.016	-0.026
0.004	-0.008	-0.019
0.002	0.004	-0.023
0.013	-0.000	-0.028
0.020	0.005	-0.018
0.012	0.001	-0.026
0.015	-0.010	-0.031
0.014	-0.002	-0.025
0.013	0.004	-0.011
0.016	0.007	-0.005
0.006	0.011	-0.011
0.013	-0.011	-0.012
0.014	-0.003	-0.013
0.018	-0.005	-0.022
0.014	0.004	-0.017
0.021	0.011	-0.011
0.018	-0.002	-0.012
0.015	-0.001	0.001
0.003	0.002	0.014
0.011	0.005	0.004
0.019	0.007	0.004
0.008	-0.004	-0.014
0.006	-0.013	-0.023
0.012	-0.011	-0.016
0.018	-0.007	-0.020
0.019	-0.011	-0.008
0.015	-0.002	-0.022
0.013	-0.001	-0.004
0.017	-0.001	-0.009
0.014	0.013	-0.003
0.017	0.017	0.002
0.016	0.018	0.013
0.021	0.003	-0.004
0.014	-0.032	-0.004
0.021	-0.007	0.002
0.008	0.005	0.015
0.015	0.008	0.010
0.020	0.004	-0.007
0.014	0.005	-0.002
0.017	-0.000	0.008
0.023	0.009	0.009
0.017	0.015	0.011
0.018	0.008	0.012
0.015	0.004	-0.000
0.017	0.006	0.009
0.016	0.009	0.004
0.015	0.002	0.004
0.014	0.001	0.011
0.017	0.013	0.017
0.019	0.013	0.006
0.018	-0.014	0.011
0.016	0.002	0.008
0.007	-0.013	0.009
0.020	0.004	0.006
0.023	0.002	0.005
0.013	0.002	-0.001
0.011	-0.002	-0.007
0.015	0.004	0.004
0.013	0.004	0.010
0.019	0.015	0.011
0.014	0.010	0.010
0.015	0.014	0.001
0.016	0.010	-0.020
0.019	0.012	-0.009
0.010	0.017	-0.002
0.019	0.023	0.012
0.016	0.008	-0.002
0.018	0.012	0.006
0.012	0.008	0.014
0.017	0.011	0.010
0.022	0.016	0.011
0.009	0.008	0.003
0.015	-0.012	0.002
0.021	-0.005	-0.006
0.027	-0.007	0.008
0.028	-0.005	0.009
0.017	-0.007	0.004
0.015	0.002	0.007
0.013	-0.001	-0.006
0.013	0.007	-0.016
0.017	0.020	-0.006
0.019	0.026	0.007
0.024	0.021	0.009
0.016	0.003	-0.009
0.020	0.005	0.005
0.005	0.010	0.012
0.014	0.012	0.005
0.021	0.004	0.007
0.014	0.008	0.010
0.015	-0.001	-0.004
0.014	0.001	-0.002
0.013	-0.001	0.008
0.017	0.001	0.013
0.013	-0.002	0.009
0.014	-0.008	0.012
0.012	-0.006	-0.007
0.013	-0.005	0.007
0.014	-0.009	0.013
0.015	0.007	0.009
0.020	0.010	-0.015
0.017	-0.024	-0.011
0.009	-0.014	-0.004
0.007	-0.007	-0.000
0.020	0.004	-0.013
0.026	0.009	-0.009
0.016	0.009	-0.011
0.017	0.010	-0.003
0.016	0.018	-0.005
0.018	0.014	0.015
0.017	0.020	0.009
0.012	0.008	0.007
0.018	0.007	0.000
0.021	0.013	-0.002
0.023	0.010	0.002
0.019	0.004	0.008
0.022	0.027	0.012
0.019	0.019	-0.002
0.018	0.005	0.005
0.008	0.010	0.000
0.011	0.017	-0.010
0.021	0.010	-0.001
0.011	0.006	-0.011
0.010	-0.001	-0.014
0.015	-0.009	-0.021
0.015	0.001	-0.021
0.011	-0.004	-0.010
0.005	-0.003	-0.006
0.006	0.006	-0.010
0.005	-0.001	-0.016
0.003	0.006	-0.022
0.009	-0.005	-0.014
0.007	-0.003	0.002
0.017	-0.016	-0.003
0.013	-0.019	-0.008
0.017	-0.007	-0.016
0.002	-0.003	-0.006
0.014	-0.002	-0.006
0.021	0.009	-0.002
0.016	-0.011	-0.010
0.019	-0.015	-0.019
0.022	-0.011	-0.020
0.011	-0.005	-0.014
0.016	-0.008	-0.021
0.013	-0.015	-0.044
0.016	-0.011	-0.042
0.018	-0.001	-0.036
0.018	-0.006	-0.036
0.016	0.010	-0.020
0.019	0.013	-0.006
0.025	-0.001	-0.014
0.019	-0.016	-0.010
0.010	-0.023	-0.004
0.003	-0.015	-0.023
0.017	-0.006	-0.016
0.017	-0.004	-0.029
0.016	-0.013	-0.026
0.015	-0.011	-0.025
0.016	-0.004	-0.020
0.012	-0.020	-0.017
0.014	-0.006	-0.008
0.007	-0.025	-0.026
0.012	-0.023	-0.030
0.015	-0.007	-0.034
0.019	-0.017	-0.018
0.010	-0.019	-0.008
0.017	-0.024	-0.014
0.014	-0.020	-0.032
0.018	-0.020	-0.017
0.011	-0.034	-0.022
0.018	-0.027	-0.027
0.025	-0.019	-0.019
0.013	-0.023	-0.019
0.014	-0.020	-0.019
0.023	-0.012	-0.024
0.021	-0.018	-0.053
0.021	-0.024	-0.049
0.013	-0.026	-0.039
0.013	-0.007	-0.057
0.012	-0.021	-0.044
0.013	-0.014	-0.059
0.015	-0.018	-0.058
0.011	-0.001	-0.046
0.017	0.000	-0.066
0.013	-0.018	-0.067
0.018	-0.011	-0.053
0.009	-0.026	-0.038
0.014	-0.027	-0.042
0.021	-0.011	-0.024
0.018	-0.011	-0.027
0.022	-0.035	-0.041
0.026	-0.015	-0.029
0.020	-0.019	-0.025
0.021	-0.006	-0.034
0.014	-0.013	-0.031
0.013	-0.009	-0.018
0.010	0.003	-0.033
0.013	-0.004	-0.025
0.008	-0.007	-0.010
0.018	0.001	-0.007
0.019	0.000	-0.015
0.018	-0.021	-0.021
0.013	-0.008	-0.008
0.014	0.002	-0.006
0.023	0.001	-0.005
0.018	0.015	-0.021
0.013	0.007	-0.019
0.016	0.004	-0.014
0.011	0.008	-0.005
0.012	0.002	0.005
0.015	0.007	0.014
0.007	0.003	0.012
0.016	-0.000	0.003
0.016	0.008	-0.010
0.018	0.003	-0.012
0.009	-0.006	-0.008
0.018	-0.007	-0.010
0.019	-0.013	-0.021
0.015	-0.003	-0.012
0.006	-0.006	-0.007
0.005	-0.004	-0.016
